"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RNF169",9.95736900265427,0.200402391182053,0.0855495563643201,2.34252987039023,0.0191535007316627,0.0933328312621022
"SCIN",9.57458829403229,0.194765224237538,0.0831552079044827,2.34218913217386,0.0191709972015694,0.0933908619140282
"LRATD1",2.00948648386953,0.315115989282707,0.134556135427971,2.3418923877417,0.0191862460269177,0.0934106950462869
"CMC1",11.1260565898251,0.18934170830032,0.0808481845790854,2.34194137179551,0.0191837281498208,0.0934106950462869
"CTD-2006C1.13",5.49167833855113,0.239404056291835,0.102241188264222,2.3415617556512,0.019203248725588,0.0934662490388694
"TTC14",2.00594611152044,0.321167777329973,0.137166221252253,2.34144947930974,0.0192090255119666,0.0934671477167421
"EXOC2",25.2870903685165,0.179372931292107,0.0766268271460202,2.3408633499896,0.0192392074141905,0.0935323189996453
"NCALD",53.5511614304332,0.178245540050772,0.0761424907613979,2.34094706212497,0.019234894240405,0.0935323189996453
"COPZ1",11.2355639234025,0.179173651060599,0.0765349179887325,2.34107066119777,0.0192285274820446,0.0935323189996453
"AGR3",2.18941694804265,0.299676764719282,0.128054802204584,2.34022277618695,0.0192722402519444,0.0936656654757195
"C1QTNF7",10.1769065495657,0.225704118551175,0.0964598317436199,2.33987675980063,0.0192901040881331,0.0937252125492844
"RP1-179P9.3",27.4497402219033,0.181021636483205,0.0773673350637782,2.33976827990751,0.0192957075734168,0.0937252125492844
"OPRM1",22.0551310577133,0.196792498943671,0.0841286847474248,2.33918430478844,0.0193258970204485,0.09384457954671
"MICAL2",30.0090550798494,0.176959640751333,0.0756559910514422,2.33900367032413,0.0193352435375107,0.0938626954649881
"CFHR5",3.31918508234476,0.258184475851453,0.110421690845758,2.33816810695371,0.0193785292662581,0.0940455104983269
"ANKRD20A3P",2.99526219693745,0.289885684625786,0.124037096130464,2.33708861033703,0.0194345771172769,0.094278196351015
"ZNF569",6.66597655636622,0.213134912271805,0.0911991478631791,2.33702745327796,0.0194377566486537,0.094278196351015
"SIK1",1.31088664150499,-0.36067055385739,0.154353372786441,-2.33665482876362,0.0194571390723933,0.0943448280986311
"ILVBL",1.10449080961193,-0.419217033915351,0.179439755265743,-2.33625504724139,0.0194779528685139,0.0944183596996351
"AUP1",0.693557359900484,-0.487517331358454,0.208692481416747,-2.33605603828588,0.0194883211067878,0.0944390716339407
"NYAP2",27.8971551006376,0.173958560934999,0.0744699594449288,2.33595616583681,0.0194935262137786,0.0944390716339407
"GALNT11",11.9798337600873,0.207188042368151,0.0887037295139316,2.33573090447804,0.0195052707422372,0.0944685874198067
"PLEKHM3",20.9059998050947,0.181024672721748,0.0775162825441901,2.3353115859052,0.0195271493618088,0.0945471536596967
"HSF5",8.24022268943871,0.203730938664827,0.0872537258454209,2.33492537643329,0.0195473194234911,0.0946174042410165
