"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"INHBC",1.43605882953845,-0.0666618423993939,0.159573237948386,-0.417750766083694,0.676129351048756,0.77489449253225
"INHA",0.595960637166531,-0.110183894255171,0.263837210007316,-0.41762075278205,0.676224421167893,0.7749080883889
"ARL2-SNX15",3.17224665539777,-0.0748797937472032,0.179295743752707,-0.417632857199783,0.676215569790707,0.7749080883889
"IMP4",1.28320945973215,-0.102088462110154,0.244618572869001,-0.417337330165951,0.676431687251607,0.775033295627965
"PSMD6",2.54169490982821,-0.0572369602670511,0.137188845974821,-0.417212929085765,0.676522669120465,0.775033295627965
"COL6A5",15.1914355057838,0.025410330988302,0.0609160913035979,0.417136596333145,0.676578498115745,0.775033295627965
"PRKN",155.463335817519,0.012500960331759,0.0299717761835413,0.417091074456366,0.676611793197472,0.775033295627965
"SPIN1",12.6868011410903,-0.0279453439306755,0.0669583727945541,-0.417353988222193,0.676419504588241,0.775033295627965
"NDFIP2",11.6100024295173,0.0318152652424936,0.0762716436815516,0.417130976950337,0.676582608145165,0.775033295627965
"GABRG3",68.1928359301595,0.0145789225573454,0.0349553190887138,0.417073078931,0.676624955449712,0.775033295627965
"OOSP4A",0.852374537536484,0.0844461515009371,0.202518309195196,0.416980330502089,0.676692794892188,0.775063337699046
"ZNF580",1.79489101567704,0.0988373543184983,0.237173243858406,0.41673062572566,0.676875450732135,0.77521225566274
"ZCCHC3",0.83461017081127,-0.126847724443065,0.304418372464076,-0.416688793834327,0.676906052083045,0.77521225566274
"EIF3G",2.01015271128211,-0.10852833955744,0.260611991203085,-0.416436477294971,0.677090640918081,0.775375977727647
"PSME3IP1",5.32900286938044,-0.0425902915211033,0.102326230636238,-0.416220662642296,0.677248541223658,0.775509118949456
"GGT2",0.263171268861595,-0.166843243954295,0.401186874815378,-0.415874133547051,0.677502108127464,0.775751783732843
"NDUFB3",1.54066148290152,0.064143788577544,0.154481977007042,0.415218589380302,0.677981891609446,0.776110301340885
"HAS2",3.51917549294008,-0.0462220970793171,0.111290658382751,-0.415327735058859,0.677902000367207,0.776110301340885
"MINDY3",12.581147940947,0.0305222201559663,0.0735060324859382,0.415234221243069,0.677970449349893,0.776110301340885
"GAGE1",0.634013381363464,-0.0937133306782005,0.225686072120437,-0.415237545665604,0.677968015938318,0.776110301340885
"SULT1C3",2.73998885621079,0.0448976179723428,0.108162928617344,0.415092477120145,0.678074206370395,0.77612057812665
"CD3E",1.67599324668977,-0.0636989343643435,0.153439593795564,-0.415140139442843,0.678039316760372,0.77612057812665
"CDKN1C",1.37894633318484,0.142664007651279,0.343943410243058,0.414789187414468,0.678296235629309,0.776291969726113
"RBM38",8.58103469644557,-0.0740919362618114,0.17863203437988,-0.414774071845629,0.678307302012912,0.776291969726113
"PPM1B",11.0869408165487,-0.028204057701348,0.0680621528924934,-0.414386799458097,0.678590854845054,0.776568547935842
"JRKL",11.6718286163097,0.0227277279630915,0.0548541529310292,0.414330123585505,0.678632355564893,0.776568547935842
"FAM220A",1.6694193921447,-0.072775916552303,0.175671539970674,-0.414272662290386,0.678674432402679,0.776568987463589
"ZSWIM6",33.6810940427615,-0.024537271815257,0.0592991766142218,-0.413787732246053,0.679029569100328,0.776913881735605
"ARL13A",1.88043063511874,-0.0596272854441245,0.144115267824186,-0.413747178521481,0.679059271698468,0.776913881735605
"CYS1",2.36271697501483,-0.0693380488148684,0.167750382385525,-0.413340630458388,0.679357065563647,0.777086337833916
"TRANK1",18.0122349000151,0.0267894967889728,0.064816397751537,0.413313570613194,0.679376888504643,0.777086337833916
"SSTR1",0.514138782499732,-0.112361956753283,0.271750141728161,-0.413475246190235,0.679258454853895,0.777086337833916
"KRT14",0.489882408248214,-0.110822162990189,0.268112316518687,-0.413342305303848,0.679355838647331,0.777086337833916
"KRT40",1.02160868947537,-0.0796514349649277,0.192895685738557,-0.41292491669764,0.679661624995129,0.777316555763187
"IFNL4",0.275552607732431,-0.170037326570813,0.411783462769985,-0.412928983177242,0.679658645565218,0.777316555763187
"SCFD1",15.0004043206649,-0.0279050683465891,0.0675920230859607,-0.412845585507931,0.679719750403871,0.777335302451188
"AZIN1",10.2154675839132,-0.0327057780177946,0.0793275685789481,-0.412287664977974,0.680128588636789,0.77775510142122
"DUSP12",1.18956526588578,-0.0871981279077984,0.211550168732127,-0.412186520249067,0.680202716492883,0.777776552677326
"PJVK",1.26790964630517,0.0687004948371354,0.166688847902038,0.412148117296426,0.680230862402752,0.777776552677326
"MAP2K6",17.688491659903,-0.0232413654841994,0.05643237933974,-0.411844507641249,0.680453396650168,0.777937209982303
