"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RTN2",4.56165804567252,1.79041483336384,0.421965896810631,4.24303207177744,2.20519905924607e-05,0.0048972920695098
"SELENOK",2.8120456309438,1.83029441170403,0.432305208008051,4.23380143888977,2.297738381179e-05,0.00494579349093467
"HIC1",1.77067848158444,2.31446003539817,0.546255795626426,4.23695282307079,2.26573718830242e-05,0.00494579349093467
"CIT",20.8376422759933,-0.588134158937063,0.139664888884225,-4.21103803279146,2.54199941338754e-05,0.00538865360495532
"OTOA",6.01324039697372,-1.10185636059453,0.262172735991101,-4.20278774003387,2.63647789855924e-05,0.00550551675802125
"SECTM1",2.06606143637808,2.1999076550293,0.527565347252665,4.1699244775751,3.04700595094746e-05,0.0062692147440744
"COX7B2",22.4995580053484,0.607469505863504,0.146298468607746,4.15226154890414,3.29205702691014e-05,0.00667524200920287
"KDM1A",11.2423498974669,0.998329233101688,0.241330122129104,4.13677838594726,3.52215978533886e-05,0.00694063909248957
"EVX2",4.52045464584814,2.07552560949378,0.501397500768993,4.13948136221371,3.48091877820021e-05,0.00694063909248957
"ANTXR1",21.1434321635083,-0.592804756117603,0.143543178350728,-4.12980096253105,3.63077426011494e-05,0.00705530037128723
"PIGR",2.65620530467988,1.52161794434792,0.370934442171304,4.10212094471727,4.09380175593993e-05,0.00784607950237748
"INPP5B",7.65764629028104,-0.970053779404573,0.237511382256041,-4.08424122747449,4.42210746088107e-05,0.00831575807607722
"TUB",9.15608865478298,-1.02978719304143,0.252251845801052,-4.0823772360168,4.45773608538197e-05,0.00831575807607722
"BCL2L11",8.72390089061833,0.900151146556397,0.221308336834399,4.06740730797667,4.75391084736281e-05,0.00875157456124382
"CMTM8",12.2772208563127,-0.774251288902108,0.190874989776789,-4.05632655073105,4.98505509129912e-05,0.00905790984186571
"MCF2",18.2276234832327,0.77429093844151,0.19130228879851,4.04747346884613,5.17734482250781e-05,0.0092866963348342
"MSH6",10.2497896282817,-0.758075404787231,0.187866252738039,-4.03518670191549,5.4558896334797e-05,0.00956530240672978
"CYP20A1",10.1857150168993,0.986662829904306,0.24454999268089,4.03460584516061,5.46940313443201e-05,0.00956530240672978
"PLS3",11.9011940369534,0.899355086276428,0.224382314144493,4.00813713730255,6.1199581027964e-05,0.0105709054094104
"ALG6",8.13228185434938,0.739673693651376,0.185854609140858,3.97985122387135,6.89584104753691e-05,0.0117658185483035
"MROH7",6.84782170755223,-1.13974655537554,0.287143483628112,-3.96925795067549,7.20968013993911e-05,0.0121530885346853
"NLRP11",4.05577129136817,-1.22796778294486,0.309772455077605,-3.96409610608284,7.3674569029309e-05,0.0122712011343936
"MNX1",3.72813260115907,1.38950413030412,0.352121285498918,3.9460952448113,7.94360255785979e-05,0.0130751698102372
"SLC22A2",9.6180036671851,-0.841328697539817,0.213539331940297,-3.93992380651936,8.15074922090097e-05,0.0132197425797467
"NUDT1",1.81959036453185,2.03194593377869,0.515999740274813,3.93788169873207,8.2204102954611e-05,0.0132197425797467
"RPL36A",2.39981737913086,-2.5232071286478,0.642130593216915,-3.9294298625567,8.5147507209917e-05,0.0135374860610676
