CIRI2-P-averag,DCC-P-averag
6.033333333,2.766666667
8.9,6.233333333
3.866666667,2.433333333
5.433333333,2.5
4.233333333,3.166666667
6.533333333,4.8
2.533333333,2.1
6.2,5.266666667
2.5,2.333333333
4.1,3.333333333
4.033333333,3.066666667
7.266666667,4.933333333
3.333333333,2.633333333
5.166666667,3.433333333
2.833333333,2.066666667
12.26666667,8.2
3.166666667,2.433333333
3.533333333,2.333333333
1.766666667,1.633333333
2.2,1.666666667
2.566666667,1.966666667
2.6,2.233333333
2.333333333,2
14.23333333,10.13333333
6.9,5.733333333
2.9,2.366666667
3.166666667,2.033333333
2.966666667,3.4
13.3,9.266666667
2.8,2.233333333
39.26666667,29.96666667
9.666666667,8.433333333
4.733333333,3.466666667
30.26666667,13.8
12.06666667,5.866666667
6.3,4.6
3.966666667,2.566666667
4.4,3.666666667
3.366666667,3.133333333
3.833333333,2.566666667
3.166666667,1.666666667
6.066666667,4.433333333
2.5,1.833333333
4,2.666666667
5.066666667,3.566666667
9.433333333,5.133333333
7.966666667,5.4
2.766666667,2.233333333
2.5,2.133333333
5.866666667,4.166666667
3.133333333,2.266666667
6.4,4.733333333
2.666666667,2.033333333
2.566666667,1.733333333
4.266666667,3.466666667
18.46666667,10.9
4.633333333,3.333333333
7.066666667,4.8
34.93333333,23.23333333
12.43333333,8.4
1.633333333,1.866666667
2.3,1.9
2.533333333,1.766666667
3.3,2.5
3.033333333,2.666666667
2.866666667,2
1.833333333,1.933333333
3.533333333,3.3
8.066666667,3.433333333
10.2,7.8
8.733333333,4.866666667
2.366666667,2.166666667
2.766666667,2.5
6.966666667,5.166666667
2.833333333,2.466666667
58.4,50
89.3,51.23333333
4,3.033333333
3.033333333,2.733333333
2.933333333,2.066666667
4.2,3.5
3.333333333,2.3
2.3,2.033333333
2.2,1.9
2.3,1.633333333
3.8,2.833333333
6.133333333,4.9
2.4,1.633333333
6.9,5.033333333
4,2.933333333
4.533333333,3.233333333
1.933333333,1.9
18.46666667,13.06666667
2.333333333,2.233333333
4.066666667,2.233333333
2.966666667,2.533333333
7.466666667,2.7
4.5,3.066666667
2.5,2.466666667
2.1,1.766666667
31.03333333,17.7
6.1,3.566666667
2.033333333,1.933333333
9.166666667,8.433333333
2.666666667,2.233333333
11.76666667,9
20.3,13.33333333
1.766666667,1.533333333
6.266666667,3.6
